vehiculo_label,modelo,promedio_calificacion,n_resenas
Porsche Macan Base,4.0,4.0,1
Porsche Macan S AWD,4.0,4.0,1
Porsche Macan Base,4.0,4.0,1
Porsche Cayenne S,4.0,4.0,1
Porsche Panamera Base,4.0,4.0,1
Porsche Macan Base,4.0,4.0,1
Porsche Cayenne Base,4.0,4.0,1
Porsche Macan Base,4.0,4.0,1
Tesla Model 3 Standard Range,4.0,4.0,1
Tesla Model 3 Base,4.0,4.0,1
Tesla Model Y Performance,4.0,4.0,1
Tesla Model 3 Performance,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model X Long Range Plus,4.0,4.0,1
Tesla Model 3 Base,4.0,4.0,1
Tesla Model 3 Performance,4.0,4.0,1
Tesla Model S Plaid,4.0,4.0,1
Tesla Model X Long Range,4.0,4.0,1
Tesla Model X Long Range,4.0,4.0,1
Tesla Model Y Long Range,4.0,4.0,1
Tesla Model S 100D,4.0,4.0,1
Tesla Model Y Performance,4.0,4.0,1
Tesla Model S 90D,4.0,4.0,1
Tesla Model S Plaid,4.0,4.0,1
Tesla Model S 90D,4.0,4.0,1
Tesla Model X 75D,4.0,4.0,1
Tesla Model S Performance,4.0,4.0,1
Tesla Model X Plaid,4.0,4.0,1
Tesla Model Y Long Range,4.0,4.0,1
Tesla Model S 75,4.0,4.0,1
Tesla Model Y Long Range,4.0,4.0,1
Tesla Model X 100D/FULL SELF DRIVING CAPABILITY PAID 15 000 COST,4.0,4.0,1
Tesla Model S 75D,4.0,4.0,1
Tesla Model Y Performance,4.0,4.0,1
Tesla Model S 100D,4.0,4.0,1
Tesla Model S 85,4.0,4.0,1
Tesla Model S P90D,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model Y Long Range,4.0,4.0,1
Tesla Model X 75D,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model S 75D,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model S Plaid,4.0,4.0,1
Tesla Model 3 Standard,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model 3 Mid Range,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model Y Long Range,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model S 85D,4.0,4.0,1
Tesla Model X Base,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model S P100D,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model 3 Base,4.0,4.0,1
Tesla Model 3 Performance,4.0,4.0,1
Tesla Model S 75,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model X P90D,4.0,4.0,1
Tesla Model 3 Standard Range,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,2
Tesla Model 3 Standard Range Plus,4.0,4.0,2
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model 3 Standard Range Plus,4.0,4.0,1
Tesla Model 3 Mid Range,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model Y Performance,4.0,4.0,1
Tesla Model 3 Mid Range,4.0,4.0,1
Tesla Model Y Long Range,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,2
Tesla Model 3 Long Range,4.0,4.0,2
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model 3 Mid Range,4.0,4.0,1
Tesla Model S Long Range,4.0,4.0,1
Tesla Model X,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model S P85D,4.0,4.0,1
Tesla Model 3 Long Range,4.0,4.0,1
Tesla Model X 90D,4.0,4.0,1
Toyota Tacoma SR5,4.0,4.0,1
Toyota RAV4 Prime XSE,4.0,4.0,1
Toyota Tacoma SR,4.0,4.0,1
Toyota RAV4 Hybrid XSE,4.0,4.0,1
Toyota Highlander LE,4.0,4.0,1
Toyota Camry XSE,4.0,4.0,1
Toyota Tacoma SR5,4.0,4.0,1
Toyota Tundra SR5,4.0,4.0,1
Toyota Supra A91-MT Edition,4.0,4.0,1
Toyota Sequoia TRD Pro,4.0,4.0,1
Toyota Corolla Hatchback SE,4.0,4.0,1
Toyota Prius c Two,4.0,4.0,1
Toyota Highlander Hybrid XLE,4.0,4.0,1
Toyota Corolla Cross L,4.0,4.0,1
Toyota Tacoma TRD Off Road,4.0,4.0,1
Toyota 4Runner TRD Pro,4.0,4.0,1
Toyota Corolla CE,4.0,4.0,1
Toyota Sienna LE,4.0,4.0,1
Toyota RAV4 Hybrid XSE,4.0,4.0,1
Toyota Sequoia SR5,4.0,4.0,1
Toyota Supra A91-MT Edition,4.0,4.0,1
Toyota Corolla Hatchback SE,4.0,4.0,1
Toyota Sienna XLE,4.0,4.0,1
Toyota Tundra Limited,4.0,4.0,1
Toyota Venza XLE,4.0,4.0,1
Toyota Camry XSE,4.0,4.0,1
Toyota Highlander Limited,4.0,4.0,1
Toyota Avalon XSE,4.0,4.0,1
Toyota RAV4 XLE Premium,4.0,4.0,1
Toyota RAV4 Hybrid XLE,4.0,4.0,1
Toyota Sequoia SR5,4.0,4.0,1
Toyota Camry SE Nightshade,4.0,4.0,1
Toyota RAV4 LE,4.0,4.0,1
Toyota Avalon,4.0,4.0,1
Toyota Corolla Hybrid LE,4.0,4.0,1
Toyota Corolla Hybrid,4.0,4.0,1
Toyota Tundra Limited,4.0,4.0,1
Toyota Highlander L,4.0,4.0,1
Toyota Corolla LE,4.0,4.0,1
Toyota Highlander XLE,4.0,4.0,1
Toyota Tacoma TRD Sport,4.0,4.0,1
Toyota Tundra Platinum,4.0,4.0,1
Toyota Corolla LE,4.0,4.0,1
Toyota FJ Cruiser Base,4.0,4.0,1
Toyota Highlander XLE,4.0,4.0,1
Toyota Tundra SR5,4.0,4.0,1
Toyota 4Runner TRD Pro,4.0,4.0,1
Toyota Tundra Hybrid Platinum,4.0,4.0,1
Toyota Corolla SE,4.0,4.0,1
Toyota Avalon Limited,4.0,4.0,1
Toyota Sienna Platinum 7 Passenger,4.0,4.0,1
Toyota Sequoia Capstone,4.0,4.0,1
Toyota Corolla L,4.0,4.0,1
Toyota Camry SE,4.0,4.0,1
Toyota Tacoma Base,4.0,4.0,1
Volkswagen Atlas Cross Sport 2.0T SE,4.0,4.0,1
Volkswagen Tiguan 2.0T SEL,4.0,4.0,1
Volkswagen ID.4 Pro,4.0,4.0,1
Volkswagen Taos 1.5T SEL,4.0,4.0,1
Volkswagen Golf R 2.0T w/DCC & Navigation,4.0,4.0,1
Volkswagen Atlas Cross Sport 2.0T SE w/Technology,4.0,4.0,1
Volkswagen Arteon 2.0T SEL R-Line,4.0,4.0,1
Volkswagen Phaeton V8,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Atlas Cross Sport 2.0T SEL,4.0,4.0,1
Volkswagen Atlas Cross Sport 3.6L V6 SEL,4.0,4.0,1
Volkswagen Jetta GLI 2.0T S,4.0,4.0,1
Volkswagen Golf GTI Autobahn w/ Performance 4-Door,4.0,4.0,1
Volkswagen Arteon 2.0T SE,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Arteon 2.0T SEL R-Line,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,4.0,4.0,1
Volkswagen Jetta SportWagen TDI,4.0,4.0,1
Volkswagen Atlas Cross Sport 3.6 V6 SEL R-Line Black,4.0,4.0,1
Volkswagen Atlas 3.6L SE w/Technology,4.0,4.0,1
Volkswagen Tiguan 2.0T S,4.0,4.0,1
Volkswagen Beetle 1.8T Classic,4.0,4.0,1
Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,4.0,4.0,1
Volkswagen Golf GTI S,4.0,4.0,1
Volkswagen Beetle 2.5L,4.0,4.0,1
Volkswagen Jetta 1.4T S,4.0,4.0,1
Volkswagen Atlas Cross Sport 2.0T SE w/Technology,4.0,4.0,1
Volkswagen Atlas 3.6 V6 SEL R-Line,4.0,4.0,1
Volkswagen Passat 2.0T R-Line,4.0,4.0,1
Volkswagen Golf GTI 2.0T SE,4.0,4.0,1
Volkswagen Atlas 2.0T S,4.0,4.0,1
Volkswagen Beetle DSG 2.0L TDI,4.0,4.0,1
Volkswagen Taos 1.5T SE,4.0,4.0,1
Volkswagen Atlas Cross Sport 2.0T SE w/Technology,4.0,4.0,1
Volkswagen Atlas 3.6 V6 SE R-Line,4.0,4.0,1
Volkswagen Atlas 3.6L SE w/Technology,4.0,4.0,1
Volkswagen Tiguan 2.0T SEL,4.0,4.0,1
Volkswagen Passat 1.8T Limited Edition,4.0,4.0,1
Volkswagen Atlas 2.0T SE,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Touareg Sport,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Atlas 3.6L SE w/Technology,4.0,4.0,1
Volkswagen Atlas 2.0T SE,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Jetta 1.4T R-Line,4.0,4.0,1
Volkswagen Jetta 1.4T R-Line,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Passat 1.8T R-Line,4.0,4.0,1
Volkswagen Taos SE,4.0,4.0,1
Volkswagen Jetta GLI,4.0,4.0,1
Volkswagen Passat 1.8T SE w/Technology,4.0,4.0,1
Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,4.0,4.0,1
Volkswagen Passat SE,4.0,4.0,1
Volkswagen Jetta SEL,4.0,4.0,1
Volkswagen Atlas 3.6L SE w/Technology,4.0,4.0,1
Volkswagen Jetta 1.4T S,4.0,4.0,1
Volkswagen Tiguan 2.0T SEL,4.0,4.0,1
Volkswagen Golf Alltrack TSI SEL,4.0,4.0,1
Volkswagen Tiguan 2.0T SEL Premium,4.0,4.0,1
Volkswagen Tiguan 2.0T SE,4.0,4.0,1
Volkswagen Jetta 1.5T S,4.0,4.0,1
Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,4.0,4.0,1
Volkswagen Jetta GLI 2.0T Autobahn,4.0,4.0,1
Volkswagen Jetta 1.4T S,4.0,4.0,1
Volkswagen Tiguan 2.0T Premium,4.0,4.0,1
Volkswagen Atlas 2.0T SE w/Technology,4.0,4.0,1
Volkswagen Beetle 2.0L TDI,4.0,4.0,1
Volkswagen Jetta Base,4.0,4.0,1
Volkswagen Atlas 3.6L SEL Premium,4.0,4.0,1
Volkswagen Jetta Auto SE,4.0,4.0,1
Volkswagen Routan SE,4.0,4.0,1
Volkswagen ID.4 Pro S,4.0,4.0,1
Volkswagen Eos Executive,4.0,4.0,1
Volkswagen Passat 2.0T SE,4.0,4.0,1
Volkswagen Golf TDI S 4-Door,4.0,4.0,1
Volkswagen Golf Alltrack TSI SE,4.0,4.0,1
Volkswagen Atlas 2.0T SE,4.0,4.0,1
Volkswagen Taos 1.5T SE,4.0,4.0,1
Volkswagen Tiguan 2.0T SE R-Line Black,4.0,4.0,1
Volkswagen Taos 1.5T SEL,4.0,4.0,1
Volkswagen Tiguan 2.0T S,4.0,4.0,1
Volkswagen Arteon 2.0T SE R-Line,4.0,4.0,1
Acura TLX A-Spec,3.5,3.5,2
Acura TLX A-Spec,3.5,3.5,2
Acura TSX Base w/Navigation (A5),3.5,3.5,2
Acura TSX Base w/Navigation (A5),3.5,3.5,2
BMW 430 Gran Coupe i xDrive,3.5,3.5,2
BMW 430 Gran Coupe i xDrive,3.5,3.5,2
Ford F-250 XL,3.5,3.5,2
Ford F-250 XL,3.5,3.5,2
Ford Edge SEL,3.5,3.5,2
Ford Edge SEL,3.5,3.5,2
Hyundai Tucson SE,3.5,3.5,2
Hyundai Tucson SE,3.5,3.5,2
INFINITI Q40 Base,3.5,3.5,2
INFINITI Q40 Base,3.5,3.5,2
INFINITI QX55 LUXE,3.5,3.5,2
INFINITI QX55 LUXE,3.5,3.5,2
Lexus ES 350 Ultra Luxury,3.5,3.5,2
Lexus ES 350 Ultra Luxury,3.5,3.5,2
Porsche Cayenne GTS,3.5,3.5,2
Porsche Cayenne GTS,3.5,3.5,2
Tesla Model Y Performance,3.5,3.5,2
Tesla Model Y Performance,3.5,3.5,2
Tesla Model 3 Standard Range Plus,3.5,3.5,2
Tesla Model 3 Standard Range Plus,3.5,3.5,2
Tesla Model Y Long Range,3.5,3.5,2
Tesla Model Y Long Range,3.5,3.5,2
Tesla Model S Model S Dual Motor,3.5,3.5,2
Tesla Model S Model S Dual Motor,3.5,3.5,2
Acura TLX A-Spec,3.0,3.0,1
Acura MDX A-Spec,3.0,3.0,1
Acura Integra A-Spec Technology,3.0,3.0,1
Acura Integra A-Spec Technology,3.0,3.0,1
Acura RDX A-Spec Advance,3.0,3.0,1
Acura MDX Type S,3.0,3.0,1
Acura TLX A-Spec,3.0,3.0,2
Acura TLX A-Spec,3.0,3.0,2
Acura RDX Base,3.0,3.0,1
Acura MDX Advance,3.0,3.0,1
Acura RDX A-Spec,3.0,3.0,1
Acura TL 3.5,3.0,3.0,1
Acura TLX V6 Technology & A-Spec,3.0,3.0,1
Acura TLX V6 Technology & A-Spec,3.0,3.0,1
Acura TLX Technology,3.0,3.0,1
Acura TLX Type S,3.0,3.0,1
Acura RDX Technology Package,3.0,3.0,1
Acura TLX V6 w/Technology Package,3.0,3.0,1
Acura ILX,3.0,3.0,1
Acura RDX Base,3.0,3.0,1
Acura MDX 3.5L,3.0,3.0,1
Acura MDX 3.5L,3.0,3.0,1
Acura RDX Base,3.0,3.0,1
Acura RDX A-Spec,3.0,3.0,1
Acura TSX 2.4,3.0,3.0,1
Acura MDX 3.5L,3.0,3.0,1
Acura TLX Technology,3.0,3.0,1
Acura NSX T,3.0,3.0,1
Acura MDX 3.5L w/Technology Package,3.0,3.0,1
Acura TLX A-Spec,3.0,3.0,1
Acura MDX Technology,3.0,3.0,1
Acura TL Technology,3.0,3.0,1
Acura ILX Special Edition,3.0,3.0,1
Acura TSX Base (A5),3.0,3.0,1
Acura ILX Technology Plus Package,3.0,3.0,1
Acura RLX Technology Package,3.0,3.0,1
Acura Integra A-Spec,3.0,3.0,1
Acura MDX 3.7L Technology,3.0,3.0,1
Acura MDX 3.5L,3.0,3.0,1
Acura TLX 4DR FWD,3.0,3.0,1
Acura RDX Base,3.0,3.0,2
Acura RDX Base,3.0,3.0,2
Acura RDX Advance Package,3.0,3.0,1
Acura ILX Premium Package,3.0,3.0,1
Acura Integra A-Spec,3.0,3.0,1
Acura MDX A-Spec,3.0,3.0,1
Acura MDX Technology,3.0,3.0,1
Acura TLX V6 Advance,3.0,3.0,1
Acura TLX Type S,3.0,3.0,1
Acura RDX Technology Package,3.0,3.0,1
Acura ZDX Advance Pkg,3.0,3.0,1
Acura MDX,3.0,3.0,1
Acura RDX Technology,3.0,3.0,1
Acura ILX Base,3.0,3.0,1
Acura RDX Base,3.0,3.0,1
Acura RL CMBS,3.0,3.0,1
Acura MDX Technology,3.0,3.0,1
Acura TLX FWD,3.0,3.0,1
Acura RDX Base,3.0,3.0,1
Acura RDX Technology Package,3.0,3.0,1
Acura MDX 3.5L w/Technology Package,3.0,3.0,1
Acura RDX Advance Package,3.0,3.0,1
Acura RDX A-Spec,3.0,3.0,1
Acura MDX 3.5L,3.0,3.0,1
Acura Integra w/A-Spec Tech Package,3.0,3.0,1
Acura RDX Base,3.0,3.0,1
Acura MDX Base,3.0,3.0,1
Acura TL 3.2,3.0,3.0,1
Acura ILX Premium Package,3.0,3.0,1
Acura RDX Technology Package,3.0,3.0,1
Acura MDX Type S w/Advance Package,3.0,3.0,1
Acura RDX A-Spec,3.0,3.0,1
Acura MDX Advance,3.0,3.0,1
Acura MDX Advance,3.0,3.0,1
Acura MDX A-Spec,3.0,3.0,1
Acura TLX V6 w/Technology Package,3.0,3.0,1
Acura RDX A-Spec,3.0,3.0,1
Acura TSX Technology,3.0,3.0,1
Acura TL Technology,3.0,3.0,1
Acura RDX Technology Package,3.0,3.0,1
Acura TSX 2.4,3.0,3.0,1
Acura Integra A-Spec,3.0,3.0,1
Acura RDX Technology,3.0,3.0,1
Acura MDX Technology,3.0,3.0,1
Acura ILX 2.0L,3.0,3.0,1
Acura MDX Advance,3.0,3.0,1
Acura MDX 3.5L Technology & A-Spec Pkgs,3.0,3.0,1
Acura TLX w/A-Spec Package,3.0,3.0,1
BMW X5 M50i,3.0,3.0,1
BMW 530 530i xDrive,3.0,3.0,1
BMW M4 Competition xDrive,3.0,3.0,1
BMW i7 xDrive60,3.0,3.0,1
BMW 430 Gran Coupe i,3.0,3.0,1
BMW M5 Base,3.0,3.0,1
BMW X6 M Base,3.0,3.0,1
BMW i7 xDrive60,3.0,3.0,1
BMW M340 i,3.0,3.0,1
BMW M850 i xDrive,3.0,3.0,1
BMW X3 M40i,3.0,3.0,1
BMW X5 xDrive40i,3.0,3.0,1
BMW X3 M40i,3.0,3.0,1
BMW X1 xDrive28i,3.0,3.0,1
BMW 430 i xDrive,3.0,3.0,1
BMW M4 Competition xDrive,3.0,3.0,1
BMW X2 sDrive28i,3.0,3.0,1
BMW X3 M Competition,3.0,3.0,1
BMW X5 M50i,3.0,3.0,1
BMW X7 M60i,3.0,3.0,1
BMW 760 760i xDrive,3.0,3.0,1
BMW 430 Gran Coupe i,3.0,3.0,1
BMW M8 Competition,3.0,3.0,1
BMW X6 xDrive40i,3.0,3.0,1
BMW 430 Gran Coupe i,3.0,3.0,1
BMW M440 i xDrive,3.0,3.0,1
BMW X7 xDrive40i,3.0,3.0,1
BMW 528 i,3.0,3.0,1
BMW 535 Gran Turismo i,3.0,3.0,1
BMW X1 sDrive28i,3.0,3.0,1
BMW X3 M AWD,3.0,3.0,1
BMW 330 i,3.0,3.0,1
BMW 740 i,3.0,3.0,1
BMW iX M60,3.0,3.0,1
BMW X3 xDrive30i,3.0,3.0,1
BMW 430 i xDrive,3.0,3.0,1
BMW 330 i xDrive,3.0,3.0,1
BMW 430 Gran Coupe i xDrive,3.0,3.0,1
BMW 430 i,3.0,3.0,1
BMW X5 xDrive35d,3.0,3.0,1
BMW X7 xDrive40i,3.0,3.0,1
BMW M850 i xDrive,3.0,3.0,1
BMW M5 Base,3.0,3.0,1
BMW Z4 sDrive30i,3.0,3.0,1
BMW M5 Base,3.0,3.0,1
BMW Z4 M40i,3.0,3.0,1
BMW X4 xDrive30i,3.0,3.0,1
BMW M4 Competition xDrive,3.0,3.0,1
BMW X4 xDrive30i,3.0,3.0,1
BMW 230 i xDrive,3.0,3.0,1
BMW 840 Gran Coupe i,3.0,3.0,1
BMW 330 i xDrive,3.0,3.0,1
BMW 340 i xDrive,3.0,3.0,1
BMW X4 xDrive30i,3.0,3.0,1
BMW 750 i xDrive,3.0,3.0,1
BMW X5 xDrive40i,3.0,3.0,1
BMW 540 i xDrive,3.0,3.0,1
BMW X1 xDrive 28i,3.0,3.0,1
BMW X5 M50i,3.0,3.0,1
BMW 540 i xDrive,3.0,3.0,1
BMW 228 Gran Coupe i xDrive,3.0,3.0,1
BMW i4 Gran Coupe eDrive40,3.0,3.0,1
BMW 540 i,3.0,3.0,1
BMW X5 M Base,3.0,3.0,1
BMW X5 xDrive35i,3.0,3.0,1
BMW 740 i xDrive,3.0,3.0,1
BMW X5 M50i,3.0,3.0,1
BMW Z4 sDrive35is,3.0,3.0,1
BMW 330 330i xDrive,3.0,3.0,1
BMW Z4 sDrive30i,3.0,3.0,1
BMW 330 i xDrive,3.0,3.0,1
BMW X5 xDrive40i,3.0,3.0,1
BMW 320 i xDrive,3.0,3.0,1
BMW 750 i,3.0,3.0,1
BMW 330 i xDrive,3.0,3.0,1
BMW M4 Base,3.0,3.0,1
BMW M3,3.0,3.0,1
BMW 540 i,3.0,3.0,1
BMW 440 Gran Coupe i xDrive,3.0,3.0,1
BMW M240 i xDrive,3.0,3.0,1
BMW 530 i xDrive,3.0,3.0,1
BMW 330e iPerformance,3.0,3.0,1
BMW X6 xDrive40i,3.0,3.0,1
BMW M8 Gran Coupe Competition Gran Coupe,3.0,3.0,1
BMW 330e iPerformance,3.0,3.0,1
BMW 760 760i xDrive,3.0,3.0,1
BMW 330 i xDrive,3.0,3.0,1
BMW 760 760i xDrive,3.0,3.0,1
Chevrolet Bolt EUV Premier,3.0,3.0,1
Chevrolet Silverado 1500 High Country,3.0,3.0,1
Chevrolet Traverse High Country,3.0,3.0,1
Chevrolet Silverado 1500 RST,3.0,3.0,1
Chevrolet Silverado 2500 LTZ,3.0,3.0,1
Chevrolet Silverado 1500 LTZ,3.0,3.0,1
Chevrolet Tahoe RST,3.0,3.0,1
Chevrolet Silverado 1500 LTZ,3.0,3.0,1
Chevrolet Colorado WT,3.0,3.0,1
Chevrolet Colorado WT,3.0,3.0,1
Chevrolet Silverado 1500 LT,3.0,3.0,1
Chevrolet Silverado 1500 Custom,3.0,3.0,1
Chevrolet Colorado WT,3.0,3.0,1
Chevrolet Silverado 1500 Custom,3.0,3.0,1
Chevrolet Tahoe Premier,3.0,3.0,1
Chevrolet Tahoe LS,3.0,3.0,1
Chevrolet Camaro 1SS,3.0,3.0,1
Chevrolet Tahoe LS,3.0,3.0,1
Chevrolet Camaro ZL1,3.0,3.0,1
Chevrolet Camaro 2LT,3.0,3.0,1
Chevrolet Silverado 1500 Custom,3.0,3.0,1
Chevrolet Blazer 2LT,3.0,3.0,1
Chevrolet Tahoe LS,3.0,3.0,1
Chevrolet Silverado 2500 WT,3.0,3.0,1
Chevrolet Malibu LT,3.0,3.0,1
Chevrolet Colorado LT,3.0,3.0,1
Chevrolet Camaro 3LT,3.0,3.0,1
Chevrolet Colorado Z71,3.0,3.0,1
Chevrolet Silverado 1500 Limited RST,3.0,3.0,1
Chevrolet Colorado LT,3.0,3.0,1
Chevrolet Silverado 1500 WT,3.0,3.0,1
Chevrolet Silverado 2500 WT,3.0,3.0,1
Chevrolet Camaro LT1,3.0,3.0,1
Chevrolet Silverado 1500 High Country,3.0,3.0,1
Chevrolet Camaro ZL1,3.0,3.0,1
Chevrolet Silverado 2500 LT,3.0,3.0,1
Chevrolet Equinox 2LT,3.0,3.0,1
Chevrolet Silverado 1500 RST,3.0,3.0,1
Chevrolet Tahoe Premier,3.0,3.0,1
Chevrolet Silverado 2500 Custom,3.0,3.0,1
Chevrolet Silverado 1500 LT Trail Boss,3.0,3.0,1
Chevrolet Camaro 1SS,3.0,3.0,1
Chevrolet Traverse LT Leather,3.0,3.0,1
Chevrolet Trailblazer LS,3.0,3.0,1
Chevrolet Equinox 1LT,3.0,3.0,1
Chevrolet Corvette Stingray w/3LT,3.0,3.0,1
Chevrolet Suburban LS,3.0,3.0,1
Chevrolet Suburban LS,3.0,3.0,1
Chevrolet Colorado WT,3.0,3.0,1
Chevrolet Colorado ZR2,3.0,3.0,1
Chevrolet Silverado 1500 Base,3.0,3.0,1
Chevrolet Silverado 3500 High Country,3.0,3.0,1
Chevrolet Trailblazer LT,3.0,3.0,1
Chevrolet Impala LTZ,3.0,3.0,1
Chevrolet Silverado 1500 LT,3.0,3.0,1
Chevrolet Corvette Stingray w/1LT,3.0,3.0,1
Chevrolet Tahoe LS,3.0,3.0,1
Chevrolet Equinox 1LT,3.0,3.0,1
Chevrolet Suburban High Country,3.0,3.0,1
Chevrolet Equinox Premier,3.0,3.0,1
Chevrolet Colorado LT,3.0,3.0,1
Chevrolet Colorado Z71,3.0,3.0,1
Chevrolet Silverado 1500 RST,3.0,3.0,1
Chevrolet Silverado 3500 WT,3.0,3.0,1
Chevrolet Silverado 1500 High Country,3.0,3.0,1
Chevrolet Tahoe LT,3.0,3.0,1
Chevrolet Silverado 2500 LT,3.0,3.0,1
Chevrolet Malibu 1LS,3.0,3.0,1
Chevrolet Suburban RST,3.0,3.0,1
Chevrolet Camaro 2LT,3.0,3.0,1
Chevrolet Tahoe LS,3.0,3.0,1
Chevrolet Silverado 1500 Custom,3.0,3.0,1
Chevrolet Blazer RS,3.0,3.0,1
Chevrolet Bolt EV 2LT,3.0,3.0,1
Chevrolet Trailblazer RS,3.0,3.0,1
Chevrolet Camaro 2SS,3.0,3.0,1
Chevrolet Silverado 1500 Custom,3.0,3.0,1
Chevrolet Silverado 2500 LT,3.0,3.0,1
Chevrolet Cruze 2LT,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Charger R/T,3.0,3.0,1
Dodge Durango SRT 392,3.0,3.0,1
Dodge Challenger R/T Scat Pack,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Charger GT,3.0,3.0,1
Dodge Durango R/T,3.0,3.0,1
Dodge Durango SXT,3.0,3.0,1
Dodge Durango SXT,3.0,3.0,1
Dodge Avenger SE,3.0,3.0,1
Dodge Charger Scat Pack,3.0,3.0,1
Dodge Challenger R/T 392,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Grand Caravan SXT,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Challenger R/T Scat Pack,3.0,3.0,1
Dodge Ram 2500 SXT,3.0,3.0,1
Dodge Challenger R/T Scat Pack,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Challenger SRT Hellcat,3.0,3.0,1
Dodge Charger SRT 392,3.0,3.0,1
Dodge Challenger GT,3.0,3.0,1
Dodge Challenger SRT Hellcat,3.0,3.0,1
Dodge Durango SXT,3.0,3.0,1
Dodge Durango Citadel,3.0,3.0,1
Dodge Challenger R/T 392,3.0,3.0,1
Dodge Durango Citadel,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
Dodge Charger SE,3.0,3.0,1
Dodge Challenger SXT,3.0,3.0,1
Dodge Dakota SLT,3.0,3.0,1
Dodge Charger SRT Hellcat Widebody,3.0,3.0,1
Dodge Challenger R/T Scat Pack,3.0,3.0,1
Dodge Charger R/T,3.0,3.0,1
Dodge Durango R/T,3.0,3.0,1
Dodge Challenger SRT 392,3.0,3.0,1
Dodge Challenger GT,3.0,3.0,1
Dodge Charger GT,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Durango R/T,3.0,3.0,1
Dodge Durango SXT,3.0,3.0,1
Dodge Charger Scat Pack,3.0,3.0,1
Dodge Dakota Base,3.0,3.0,1
Dodge Charger R/T,3.0,3.0,1
Dodge Challenger GT,3.0,3.0,1
Dodge Durango R/T,3.0,3.0,1
Dodge Challenger R/T Scat Pack,3.0,3.0,1
Dodge Challenger SXT,3.0,3.0,1
Dodge Journey SE,3.0,3.0,1
Dodge Ram 1500 BIG HORN,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
Dodge Charger Police,3.0,3.0,1
Dodge Charger SE,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
